语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,258,258,25.15,258,0.0,177,1.0,532682,532682,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,219,219,39.0,219,0.0,641,1.0,19804759,19804759,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,1138,1138,298.0,1138,0.0,977,1.0,11081706,11081706,1
9,9,8,9,1,1,-1,-1,-1,-1,-1,7,-1,-1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,1789,1789,204.02,1789,0.0,2209,1.0,33488256,33488256,0
7,7,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,47.16,1,10.0,1.0,96,96,19.0,96,0.0,130,1.0,1935020,1935020,0
10,10,10,10,1,1,2,-1,-1,-1,6,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,88,88,0.0,88,0.0,99,1.0,31603753,31603753,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,574,574,43.8,574,0.0,171,1.0,14131525,14131525,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,1412,1412,295.0,1412,0.0,4546,1.0,67191218,67191218,0
1,1,1,1,1,1,2,-1,-1,5,6,7,-1,1,2,3,4,5,6,-1,0,0,18,0,0.0,1,0.0,1.0,517,517,73.3,517,0.0,268,1.0,32692497,32692497,0
1,1,1,1,1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,0,0,0,0,0.0,1,0.0,1.0,411,411,35.0,411,0.0,266,1.0,35618200,35618200,0
9,10,8,8,1,-1,2,-1,-1,5,-1,7,-1,1,2,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,92,92,75.0,92,0.0,169,1.0,11523248,11523248,0
5,6,5,5,1,-1,-1,-1,4,5,6,7,-1,-1,2,-1,4,-1,-1,-1,0,0,0,0,0.0,1,6.96,1.0,6,6,14.96,6,0.0,165,1.0,672754,672754,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,1.0,110,110,51.0,110,0.0,84,1.0,13075727,13075727,0
10,9,10,9,1,1,-1,-1,-1,-1,6,-1,-1,1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,216,216,57.17,216,0.0,85,1.0,530535,530535,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,180,180,60.0,180,0.0,234,1.0,2381227,2381227,0
2,5,5,3,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,659,659,298.0,659,0.0,207,1.0,13444581,13444581,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,112,112,45.0,112,0.0,176,1.0,10545196,10545196,0
9,7,10,7,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,6,-1,0,0,0,0,609.85,1,18.0,1.0,315,315,100.93,315,0.0,974,1.0,14905726,14905726,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,56,56,165.0,56,0.0,675,1.0,3337586,3337586,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,290,290,159.0,290,0.0,468,1.0,1713417,1713417,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,356,356,248.0,356,0.0,866,1.0,8180321,8180321,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,233,233,25.0,233,0.0,82,1.0,2110369,2110369,0
10,10,10,10,1,-1,-1,-1,-1,-1,-1,7,98,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,10.0,1.0,219,219,43.6,219,0.0,166,1.0,15150937,15150937,0
10,8,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,1.0,55,55,111.0,55,0.0,138,1.0,19804751,19804751,0
10,9,8,9,1,1,2,-1,-1,-1,-1,7,-1,-1,-1,3,4,-1,6,-1,0,4,0,0,0.0,1,0.0,1.0,505,505,59.0,505,0.0,618,1.0,4040333,4040333,0
10,9,10,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,542,542,50.71,542,0.0,433,1.0,9222951,9222951,1
9,8,9,7,1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,718,718,60.0,718,0.0,563,1.0,21296823,21296823,0
10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,321,321,89.45,321,0.0,220,1.0,11021995,11021995,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,1.0,3108,3108,286.45,3108,0.0,849,1.0,18559603,18559603,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,1.0,409,409,139.0,409,0.0,317,1.0,7660870,7660870,0
6,6,6,5,1,1,2,-1,-1,-1,-1,-1,98,1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,522,522,318.0,522,19.0,456,1.0,13618262,13618262,1
10,10,10,10,1,1,-1,-1,4,5,-1,-1,-1,1,-1,3,-1,-1,6,-1,0,4,1,0,0.0,1,0.0,1.0,281,281,44.24,281,0.0,426,1.0,17665148,17665148,0
1,1,1,1,1,1,-1,-1,-1,-1,6,-1,-1,1,2,3,4,-1,6,98,6,6,0,0,0.0,1,0.0,1.0,724,724,201.3,724,0.0,1888,1.0,2633611,2633611,0
10,8,9,9,1,1,2,-1,-1,-1,-1,7,98,-1,2,-1,4,5,-1,-1,0,2,0,0,0.0,1,0.0,1.0,1098,1098,203.0,1098,0.0,1121,1.0,50444169,50444169,1
7,7,7,8,1,1,-1,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,0,2,1,0,0.0,1,0.0,1.0,145,145,128.0,145,0.0,314,1.0,11021636,11021636,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0.0,1,17.0,1.0,1223,1223,79.8,1223,0.0,321,1.0,31840600,31840600,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,5.0,1.0,106,106,54.0,106,0.0,205,1.0,15934324,15934324,1
10,10,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,124,124,59.0,124,0.0,156,1.0,19665175,19665175,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,0,0,0.0,1,0.0,1.0,392,392,93.0,392,0.0,234,1.0,7396654,7396654,0
7,5,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,1.0,800,800,141.0,800,0.0,501,1.0,18625560,18625560,1
9,9,9,10,1,-1,2,-1,-1,-1,6,-1,-1,1,-1,-1,4,-1,6,-1,0,1,0,0,0.0,1,0.0,1.0,116,116,171.79,116,0.0,356,1.0,2876979,2876979,0
9,9,10,8,1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,332,332,34.35,332,0.0,531,1.0,10946474,10946474,0
1,1,1,1,1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,0,30,0,0,0.0,1,0.0,1.0,1608,1608,389.0,1608,0.0,1195,1.0,55281602,55281602,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,341,341,128.0,341,0.0,360,1.0,3307232,3307232,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,3,0,0.0,1,0.0,1.0,1474,1474,89.0,1474,0.0,808,1.0,1272603,1272603,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,10,0,0.0,1,0.0,1.0,298,298,0.0,298,0.0,0,1.0,69825692,69825692,1
8,7,8,7,1,1,-1,-1,-1,-1,6,-1,-1,-1,2,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,1.0,160,160,40.16,160,0.0,252,1.0,4604600,4604548,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,484,484,88.0,484,0.0,403,1.0,257007,256965,0
10,8,7,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,195,195,48.0,195,0.0,301,0.998,428750,427844,0
7,9,8,10,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,0,0.0,1.0,541,541,10.66,541,0.0,229,0.0,0,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0,0.0,1.0,3,3,18.0,3,0.0,45,0.0,0,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,235,235,18.0,235,0.0,277,0.0,0,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0,0.0,1.0,122,122,19.2,122,0.0,238,0.0,0,0,0
9,9,9,9,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,-1,14,2,0,0,0.0,1,0.0,1.0,131,131,71.0,131,0.0,329,1.0,4026425,4026425,0
6,5,6,6,1,1,-1,-1,-1,-1,-1,-1,98,1,2,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,698,698,78.0,698,0.0,660,1.0,1167060,1167060,0
9,7,9,8,1,-1,-1,3,-1,-1,-1,-1,98,-1,2,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,63,63,9.0,63,0.0,147,1.0,9956409,9956409,1
10,8,8,9,1,1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.14,1,0.29,1.0,240,240,9.29,240,0.0,85,1.0,1066,1066,0
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,1,2,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,1.0,74,74,49.19,74,0.0,121,1.0,38259917,38259917,0
5,4,5,4,1,1,2,-1,4,5,-1,-1,-1,1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.998,611,610,123.9,611,0.0,594,1.0,20011684,20011684,0
8,8,8,8,1,1,2,-1,-1,5,6,-1,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.998,523,522,175.0,523,0.0,479,1.0,47111855,47111855,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.995,191,190,34.0,191,0.0,88,1.0,5439428,5439428,0
10,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.993,1381,1371,316.0,1381,0.0,1864,1.0,26185060,26185060,1
8,7,9,8,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.992,239,237,25.0,239,0.0,214,1.0,33877052,33877052,0
8,8,8,6,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.991,110,109,91.0,110,0.0,203,1.0,8208721,8208721,1
1,1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.99,584,578,132.0,584,0.0,536,1.0,826753,826753,1
10,10,10,9,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,38.66,1,10.0,0.99,288,285,19.05,288,0.0,134,1.0,7575087,7575087,0
3,2,4,1,1,1,-1,-1,-1,-1,6,-1,98,1,-1,3,4,-1,6,98,0,0,0,0,0.0,1,0.0,0.987,235,232,119.3,235,0.0,533,1.0,676500,676500,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.985,325,320,28.0,325,0.0,125,1.0,616949,616949,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.982,168,165,48.0,168,0.0,163,0.894,39022570,34882058,0
5,5,5,4,1,-1,-1,-1,-1,5,6,7,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.982,437,429,60.0,437,0.0,554,0.915,3126985,2861752,0
8,8,8,8,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,3,4,-1,6,-1,0,0,1,0,0.0,1,0.0,0.981,594,583,116.05,594,0.0,529,0.991,48868919,48408790,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.98,352,345,78.78,352,0.0,628,1.0,42931089,42931089,0
1,1,1,1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.9790000000000001,48,47,29.0,48,0.0,96,0.998,792178,790401,1
9,9,9,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,98,7,2,0,0,0.0,1,0.0,0.977,175,171,49.59,175,0.0,215,1.0,6405443,6405443,0
8,10,8,7,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.973,640,623,272.29,640,0.0,1780,0.998,38111249,38026146,1
8,7,10,7,1,1,2,-1,-1,5,6,-1,98,1,2,3,-1,-1,-1,98,0,0,0,0,0.0,1,0.0,0.968,126,122,57.0,126,0.0,152,1.0,5806231,5806231,1
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,0,0,0.0,1,0.0,0.966,535,517,98.0,535,0.0,503,1.0,26531176,26531176,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.966,974,941,159.47,974,0.0,540,1.0,5380111,5380111,1
6,5,4,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.9640000000000001,111,107,87.0,111,0.0,258,1.0,22371042,22371042,1
8,8,8,8,1,-1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.9640000000000001,220,212,158.0,220,0.0,337,1.0,55226570,55226570,1
4,4,4,4,1,-1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,6,3,1,0,0.0,1,0.0,0.9590000000000001,271,260,59.0,271,0.0,255,0.8859999999999999,7082762,6276059,0
10,5,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.956,298,285,41.98,298,0.0,275,0.935,3538633,3310239,0
7,4,8,4,1,1,2,3,4,5,6,7,-1,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.955,719,687,57.5,719,0.0,545,1.0,869738,869714,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.955,332,317,59.0,332,0.0,1881,1.0,119037,119037,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.9540000000000001,130,124,95.0,130,0.0,155,0.823,4745456,3905274,1
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.9540000000000001,497,474,168.0,497,0.0,378,1.0,66831346,66831346,0
1,1,1,1,1,-1,-1,-1,-1,-1,6,-1,98,-1,-1,3,-1,-1,6,98,0,0,0,0,0.0,1,0.0,0.948,3234,3066,130.1,3234,0.0,3079,0.958,22276211,21330214,1
8,8,8,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.9470000000000001,262,248,73.45,262,0.0,152,0.93,120429,112007,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.938,81,76,38.0,81,0.0,169,0.512,2168991,1111045,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.935,263,246,90.0,263,0.0,168,0.556,1622094,901194,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.9329999999999999,75,70,64.0,75,0.0,160,1.0,55370770,55370770,0
10,6,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.9309999999999999,72,67,114.0,72,0.0,121,1.0,8235746,8235746,0
6,6,7,6,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,79.02,1,20.0,0.92,112,103,61.04,112,0.0,120,1.0,5001637,5001637,1
9,9,9,9,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,3,4,-1,6,-1,0,5,0,0,0.0,1,0.0,0.8959999999999999,920,824,124.6,920,0.0,1258,0.8440000000000001,3651826,3083649,0
10,10,10,10,1,1,-1,-1,4,-1,-1,-1,-1,1,-1,3,4,5,-1,-1,24,0,0,0,0.0,1,0.0,0.893,384,343,128.0,384,0.0,130,0.78,44736836,34897633,1
10,10,10,10,1,1,2,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,6,-1,0,1,0,0,0.0,1,0.0,0.888,616,547,91.84,616,0.0,907,0.8420000000000001,16076726,13532463,1
4,6,6,5,1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,6,-1,17,2,0,0,1176.64,1,18.0,0.8859999999999999,298,264,144.96,298,0.0,98,0.233,29373368,6831290,1
7,6,7,7,1,1,2,-1,4,-1,6,-1,-1,1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.884,249,220,19.0,249,0.0,329,0.894,116436,104088,0
10,9,8,6,1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.875,1328,1162,314.1,1328,0.0,1211,0.938,7276970,6828694,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.875,184,161,10.0,184,0.0,75,0.0,0,0,0
10,10,10,10,1,1,2,3,4,5,6,7,-1,-1,-1,3,4,-1,6,-1,0,1,0,0,0.0,1,0.0,0.87,522,454,99.1,522,0.0,431,0.975,77837150,75911231,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,0.0,1,0.0,0.866,1002,868,186.57,1002,0.0,163,0.789,27031201,21330423,1
8,8,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,60.0,0.855,145,124,278.9,145,0.0,349,0.9520000000000001,133921479,127547012,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,178.93,1,5.0,0.8420000000000001,493,415,133.0,493,0.0,739,0.8540000000000001,70425015,60129029,1
10,10,10,10,1,-1,2,-1,-1,5,6,-1,-1,1,2,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.831,290,241,65.76,290,0.0,172,0.6940000000000001,13548172,9408550,0
10,10,10,10,1,-1,2,-1,-1,5,-1,7,-1,-1,-1,-1,4,-1,-1,-1,0,14,1,0,0.0,1,0.0,0.826,1706,1410,192.1,1706,9.0,994,0.904,43036100,38902806,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,68.99,1,10.0,0.8240000000000001,165,136,52.8,165,0.0,127,0.787,13924835,10960237,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.816,561,458,193.4,561,0.0,296,0.992,40199005,39880189,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.792,250,198,111.0,250,0.0,312,1.0,39525607,39525607,0
7,9,7,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.769,247,190,96.36,247,0.0,402,0.615,4951707,3045262,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.7659999999999999,1077,825,198.3,1077,0.0,763,0.993,61308143,60865394,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,1,0,2439.33,1,48.0,0.738,2639,1947,287.0,2639,0.0,1818,0.924,117556786,108635384,1
6,5,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.738,728,537,157.9,728,0.0,330,0.601,11763749,7065558,0
8,7,7,8,1,-1,2,-1,-1,-1,-1,-1,-1,1,2,-1,4,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.7290000000000001,620,452,125.0,620,0.0,278,0.851,37976273,32322803,0
6,7,7,8,1,1,-1,-1,-1,5,6,7,-1,-1,2,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.7290000000000001,1036,755,128.0,1036,0.0,1146,0.579,37540886,21722262,0
8,8,8,8,1,1,-1,-1,-1,5,6,7,-1,-1,-1,-1,4,5,6,-1,0,4,0,0,0.0,1,0.0,0.72,403,290,70.0,403,0.0,531,0.657,2671757,1755099,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.716,454,325,60.3,454,0.0,503,0.9440000000000001,19518009,18428360,1
4,6,5,4,1,1,2,-1,4,5,-1,7,-1,-1,2,3,4,-1,6,-1,0,8,2,0,0.0,1,0.0,0.713,4878,3477,628.25,4878,0.0,3314,0.7090000000000001,21711311,15387514,1
10,8,10,10,1,-1,-1,-1,-1,-1,6,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.708,647,458,134.3,647,0.0,285,0.75,16447933,12335743,0
6,7,7,7,1,-1,2,-1,-1,-1,-1,-1,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.706,102,72,25.0,102,0.0,15,0.491,29242585,14361386,0
10,10,9,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,78,6,2,0,0.0,1,0.0,0.706,639,451,140.0,639,0.0,577,0.991,11541413,11433595,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,6,4,0,0.0,1,0.0,0.7020000000000001,2665,1871,175.0,2665,0.0,2722,0.826,15256306,12605897,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.7020000000000001,171,120,29.0,171,0.0,335,0.856,4492102,3845218,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.693,368,255,143.0,368,0.0,382,0.898,30820519,27668761,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.69,980,676,55.0,980,0.0,225,0.845,28642835,24206951,1
6,5,5,6,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.674,175,118,69.0,175,0.0,163,0.732,7195980,5266339,0
8,8,8,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.67,724,485,49.0,724,0.0,483,0.3,4340282,1303781,1
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,27,2,0,0.0,1,0.0,0.664,1505,999,198.0,1505,0.0,1202,0.442,15154300,6702392,1
10,9,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.6629999999999999,591,392,71.0,591,0.0,447,0.873,14271023,12452372,1
